,Unnamed: 0,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school,target
658,677,17K528_2016,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,57.9,2.46,2.16,,4,0.6809999999999999,0.84,3,231,0.026,0.81,0.16,0.424,0.13,0.013,0.173,0.03,0.126,0.126,0.332,0.8240000000000001,4,3,4,4,4,0.85,4,0.96,4,3,0.879,0.7,3,0.973,0.87,3,5.9,0
659,678,17K531_2016,SCHOOL FOR HUMAN RIGHTS THE,67.9,2.52,2.23,,3,0.659,0.93,4,303,0.006999999999999999,0.8809999999999999,0.036000000000000004,0.436,0.096,0.006999999999999999,0.175,0.006999999999999999,0.096,0.096,0.275,0.917,3,3,3,3,3,0.89,3,0.82,3,3,0.893,0.76,3,0.967,0.92,4,9.0,0
660,679,17K533_2016,SCHOOL FOR DEMOCRACY AND LEADERSHIP,45.9,2.39,2.2,,2,0.667,0.65,2,245,0.004,0.898,0.053,0.429,0.057,0.024,0.241,0.02,0.188,0.188,0.584,0.815,3,2,4,3,3,0.69,3,0.8,3,2,0.767,0.63,2,0.954,0.74,2,4.8,0
661,680,17K537_2016,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,75.8,2.43,2.13,,4,0.69,0.79,3,394,0.015,0.82,0.081,0.49,0.109,0.01,0.254,0.036000000000000004,0.152,0.152,0.337,0.905,4,3,4,4,3,0.75,3,0.8,3,3,0.873,0.63,3,0.959,0.85,3,11.3,1
662,681,17K539_2016,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,73.6,2.46,2.18,,3,0.669,0.84,3,412,0.039,0.794,0.107,0.4370000000000001,0.104,0.002,0.201,0.027000000000000003,0.073,0.073,0.35100000000000003,0.682,3,2,3,3,3,0.76,3,0.9,4,3,0.8420000000000001,0.63,3,0.963,0.85,3,4.8,1
663,682,17K543_2016,SCIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH,94.9,3.27,3.21,,4,0.51,0.97,4,332,0.039,0.88,0.0,0.34600000000000003,0.051,0.0,0.051,0.009000000000000001,0.021,0.021,0.08900000000000001,0.828,4,3,4,4,3,0.93,4,0.99,4,3,0.959,0.77,4,0.965,0.94,4,8.0,1
664,683,17K546_2016,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,93.3,3.08,2.87,,3,0.6,0.9,3,467,0.045,0.7490000000000001,0.013,0.426,0.16899999999999998,0.013,0.12,0.015,0.047,0.047,0.154,0.926,3,3,3,3,3,0.82,3,0.74,2,3,0.931,0.7,3,0.963,0.9,3,3.4,1
665,684,17K547_2016,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,72.6,2.47,2.23,,3,0.67,0.74,2,427,0.044,0.815,0.068,0.489,0.108,0.028,0.183,0.019,0.105,0.105,0.267,0.8059999999999999,3,3,4,3,3,0.78,3,0.82,3,3,0.9,0.63,3,0.978,0.86,3,13.0,0
666,685,17K548_2016,BROOKLYN SCHOOL FOR MUSIC & THEATRE,85.7,2.47,2.14,,3,0.701,0.79,3,352,0.003,0.813,0.014,0.537,0.165,0.003,0.185,0.017,0.125,0.125,0.402,0.708,3,2,3,3,3,0.82,3,0.85,3,2,0.86,0.6,2,0.949,0.82,3,9.0,1
667,686,17K590_2016,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,93.6,3.37,3.24,,3,0.474,0.87,3,946,0.027000000000000003,0.882,0.008,0.297,0.051,0.001,0.059,0.011,0.036000000000000004,0.036000000000000004,0.359,0.823,4,4,4,3,3,0.85,4,0.94,4,3,0.8859999999999999,0.64,3,0.982,0.86,3,14.9,1
668,687,17K600_2016,CLARA BARTON HIGH SCHOOL,66.3,2.6,2.31,,3,0.63,0.76,2,1358,0.012,0.8859999999999999,0.085,0.447,0.066,0.085,0.181,0.01,0.085,0.085,0.259,0.828,3,2,2,3,2,0.68,2,0.79,3,2,0.899,0.56,3,0.969,0.79,2,9.4,0
669,688,17K745_2016,BROOKLYN INSTITUTE FOR LIBERAL ARTS,90.6,2.48,2.15,,3,0.637,0.75,2,353,0.017,0.892,0.057,0.431,0.059,0.003,0.195,0.011,0.13,0.13,0.193,0.208,4,3,4,3,3,0.74,3,0.82,3,4,0.925,0.74,4,0.985,0.83,3,4.0,1
670,689,17K751_2016,ACADEMY FOR HEALTH CAREERS,72.2,2.55,2.3,,3,0.735,0.91,3,362,0.025,0.8290000000000001,0.05,0.555,0.099,0.058,0.16,0.014,0.149,0.149,0.505,0.6,3,2,2,3,2,0.76,2,0.83,3,2,0.8340000000000001,0.62,2,0.963,0.84,2,6.0,0
671,690,18K563_2016,IT TAKES A VILLAGE ACADEMY,86.4,2.62,2.37,,4,0.6679999999999999,0.95,4,608,0.008,0.895,0.138,0.368,0.059,0.002,0.127,0.01,0.07200000000000001,0.07200000000000001,0.181,0.725,4,3,4,4,4,0.83,4,0.95,4,4,0.915,0.64,3,0.962,0.89,3,9.0,1
672,691,18K566_2016,BROOKLYN GENERATION SCHOOL,61.5,2.43,2.11,,3,0.622,0.9,4,234,0.013,0.863,0.064,0.457,0.094,0.004,0.244,0.0,0.094,0.094,0.227,0.88,3,3,4,3,3,0.89,4,0.86,3,3,0.889,0.73,3,0.977,0.89,3,4.8,0
673,692,18K567_2016,BROOKLYN THEATRE ARTS HIGH SCHOOL,59.1,2.46,2.17,,3,0.6940000000000001,0.71,2,374,0.003,0.81,0.024,0.5529999999999999,0.134,0.016,0.155,0.013,0.107,0.107,0.561,0.895,3,3,3,3,3,0.77,3,0.76,2,3,0.8109999999999999,0.59,2,0.968,0.79,2,3.9,0
674,693,18K569_2016,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,69.4,2.44,2.14,,4,0.63,0.88,3,357,0.008,0.913,0.039,0.417,0.073,0.006,0.21,0.003,0.129,0.129,0.243,0.654,4,3,4,4,3,0.77,3,0.86,3,3,0.902,0.68,4,0.952,0.88,3,1.9,0
675,694,18K576_2016,VICTORY COLLEGIATE HIGH SCHOOL,69.9,2.49,2.25,,4,0.604,0.85,3,339,0.009000000000000001,0.879,0.018000000000000002,0.422,0.062,0.003,0.212,0.012,0.097,0.097,0.329,0.565,4,4,4,4,4,0.73,4,0.85,3,3,0.903,0.73,3,0.967,0.9,3,9.0,0
676,695,18K589_2016,ARTS & MEDIA PREPARATORY ACADEMY,67.3,2.48,2.13,,3,0.735,0.9,4,236,0.017,0.8220000000000001,0.059,0.602,0.136,0.021,0.182,0.017,0.097,0.097,0.462,0.778,3,2,2,3,2,0.81,2,0.76,2,2,0.852,0.64,2,0.957,0.88,3,2.0,0
677,696,18K617_2016,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,70.7,2.37,2.14,,3,0.609,0.72,2,296,0.01,0.858,0.061,0.392,0.105,0.03,0.199,0.017,0.095,0.095,0.409,0.87,3,2,3,3,3,0.79,3,0.78,3,3,0.866,0.68,3,0.969,0.85,3,8.0,0
678,697,18K629_2016,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,61.7,2.41,2.2,,2,0.598,0.79,3,354,0.006,0.8759999999999999,0.065,0.381,0.102,0.003,0.243,0.008,0.11,0.11,0.34600000000000003,0.769,3,2,3,3,2,0.72,2,0.77,2,2,0.877,0.6,3,0.953,0.82,2,8.0,0
679,698,18K633_2016,HIGH SCHOOL FOR MEDICAL PROFESSIONS,85.6,2.75,2.49,,3,0.604,0.93,4,413,0.036000000000000004,0.8059999999999999,0.017,0.443,0.131,0.002,0.14300000000000002,0.012,0.063,0.063,0.241,0.8079999999999999,3,3,4,3,3,0.83,3,0.83,3,3,0.919,0.65,3,0.964,0.89,3,2.8,1
680,699,18K637_2016,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,78.8,2.48,2.23,,3,0.667,0.85,3,293,0.038,0.8290000000000001,0.08900000000000001,0.481,0.102,0.006999999999999999,0.195,0.027000000000000003,0.119,0.119,0.525,0.542,4,2,4,3,3,0.73,3,0.91,4,3,0.8270000000000001,0.69,3,0.962,0.86,3,4.8,1
681,700,18K642_2016,URBAN ACTION ACADEMY,62.7,2.38,2.12,,3,0.6409999999999999,0.8,3,293,0.02,0.792,0.109,0.43,0.113,0.051,0.225,0.048,0.13,0.13,0.539,0.583,3,2,2,3,3,0.79,2,0.81,3,2,0.804,0.61,2,0.986,0.81,2,3.0,0
682,701,19K404_2016,ACADEMY FOR YOUNG WRITERS,88.7,2.81,2.31,,4,0.701,0.87,3,374,0.013,0.741,0.008,0.476,0.222,0.0,0.19,0.005,0.051,0.051,0.386,0.574,4,4,4,4,4,0.76,4,0.84,3,2,0.893,0.66,3,0.97,0.89,3,5.9,1
683,702,19K409_2016,EAST NEW YORK FAMILY ACADEMY,86.2,2.63,2.48,,3,0.72,0.94,4,281,0.018000000000000002,0.626,0.032,0.502,0.342,0.006999999999999999,0.189,0.006999999999999999,0.053,0.053,0.348,0.735,3,2,3,3,2,0.85,2,0.87,3,2,0.897,0.69,3,0.968,0.9,3,2.6,1
684,703,19K502_2016,FDNY  CAPTAIN VERNON A RICHARDS HIGH SCHOOL FOR FI,79.2,2.34,2.09,,3,0.762,0.86,3,334,0.012,0.701,0.054000000000000006,0.584,0.263,0.042,0.26,0.015,0.12,0.12,0.48,0.7,3,3,3,3,3,0.83,3,0.95,4,3,0.8140000000000001,0.63,2,0.954,0.85,3,8.9,1
685,704,19K504_2016,HIGH SCHOOL FOR CIVIL RIGHTS,47.4,2.28,2.05,,2,0.774,0.73,2,293,0.006999999999999999,0.7509999999999999,0.061,0.5489999999999999,0.225,0.003,0.239,0.006999999999999999,0.229,0.229,0.6920000000000001,0.947,2,2,2,2,2,0.56,1,0.84,3,2,0.721,0.65,2,0.967,0.8,3,9.9,0
686,705,19K507_2016,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,72.2,2.45,2.18,,3,0.778,0.84,3,441,0.014,0.7509999999999999,0.032,0.61,0.224,0.045,0.215,0.005,0.14300000000000002,0.14300000000000002,0.401,0.75,3,2,3,3,3,0.89,3,0.86,3,2,0.84,0.66,3,0.97,0.87,3,3.0,0
687,706,19K510_2016,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,73.9,2.4,2.13,,3,0.774,0.89,3,251,0.04,0.737,0.096,0.5660000000000001,0.187,0.008,0.183,0.012,0.135,0.135,0.508,0.667,3,2,3,3,2,0.89,3,0.78,3,2,0.825,0.65,2,0.983,0.88,3,2.7,1
688,707,19K583_2016,MULTICULTURAL HIGH SCHOOL,60.9,1.87,2.0,,3,0.96,0.89,3,208,0.0,0.005,0.899,0.462,0.986,0.005,0.029,0.01,0.139,0.139,0.359,0.765,3,3,3,3,3,0.88,3,0.81,3,2,0.893,0.8,3,0.972,0.88,3,4.8,0
689,708,19K615_2016,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,65.4,2.43,2.26,,2,0.7120000000000001,0.7,2,1023,0.055,0.626,0.05,0.544,0.28300000000000003,0.056,0.255,0.017,0.08800000000000001,0.08800000000000001,0.34,0.87,3,2,2,3,3,0.71,2,0.77,2,2,0.851,0.57,3,0.957,0.81,2,2.8,0
690,709,19K618_2016,ACADEMY OF INNOVATIVE TECHNOLOGY,71.3,2.44,2.18,,4,0.7090000000000001,0.95,4,406,0.049,0.466,0.081,0.53,0.443,0.025,0.246,0.015,0.091,0.091,0.395,0.684,4,3,4,4,4,0.85,4,0.81,3,3,0.86,0.72,3,0.975,0.94,4,8.0,0
691,710,19K639_2016,BROOKLYN LAB SCHOOL,58.0,2.32,2.1,,2,0.802,0.68,2,330,0.067,0.391,0.133,0.615,0.509,0.012,0.233,0.021,0.16699999999999998,0.16699999999999998,0.622,0.762,2,2,3,3,2,0.65,2,0.86,3,2,0.755,0.61,2,0.966,0.8,3,4.8,0
692,711,19K659_2016,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,73.2,2.38,2.18,,3,0.7829999999999999,0.74,3,232,0.069,0.207,0.181,0.608,0.659,0.017,0.181,0.043,0.116,0.116,0.419,0.7390000000000001,3,3,3,4,3,0.78,3,0.92,4,3,0.8320000000000001,0.7,3,0.961,0.79,3,3.9,1
693,712,19K660_2016,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,60.4,2.28,2.04,,3,0.7829999999999999,0.86,3,498,0.014,0.6829999999999999,0.06,0.627,0.28300000000000003,0.147,0.307,0.008,0.155,0.155,0.5589999999999999,0.976,3,2,3,3,3,0.78,3,0.8,3,3,0.7440000000000001,0.66,2,0.956,0.86,3,7.8,0
694,713,19K683_2016,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS WR,51.4,2.46,2.13,,4,0.755,0.9,4,305,0.125,0.57,0.111,0.528,0.282,0.102,0.22,0.016,0.102,0.102,0.484,0.875,4,3,3,4,3,0.8,3,0.82,3,3,0.8240000000000001,0.66,3,0.969,0.9,3,1.4,0
695,715,20K445_2016,NEW UTRECHT HIGH SCHOOL,70.1,2.67,2.78,,2,0.6940000000000001,0.89,3,3553,0.395,0.038,0.192,0.481,0.28800000000000003,0.066,0.161,0.269,0.09,0.09,0.329,0.862,3,2,3,2,3,0.85,3,0.74,2,3,0.8540000000000001,0.7,3,0.963,0.88,3,8.6,0
696,716,20K485_2016,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,82.3,2.8,2.82,,4,0.629,0.84,3,1277,0.17600000000000002,0.078,0.057,0.481,0.551,0.038,0.204,0.171,0.028,0.028,0.195,0.695,4,2,3,4,3,0.83,3,0.8,3,3,0.925,0.8,4,0.966,0.91,3,2.4,1
697,717,20K490_2016,FORT HAMILTON HIGH SCHOOL,72.9,2.89,2.92,,4,0.6459999999999999,0.86,3,4408,0.281,0.047,0.152,0.438,0.302,0.054000000000000006,0.145,0.345,0.08199999999999999,0.08199999999999999,0.231,0.8,4,3,4,4,4,0.83,4,0.72,2,2,0.905,0.71,3,0.967,0.83,2,3.8,0
698,718,20K505_2016,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,58.0,2.56,2.52,,3,0.769,0.72,2,3177,0.385,0.117,0.322,0.462,0.303,0.078,0.141,0.189,0.161,0.161,0.257,0.8420000000000001,3,2,2,3,2,0.76,2,0.75,2,2,0.8809999999999999,0.7,3,0.966,0.78,2,1.0,0
699,719,20K609_2016,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,93.7,2.87,2.61,,3,0.7240000000000001,0.92,4,327,0.477,0.196,0.08900000000000001,0.535,0.174,0.0,0.153,0.14400000000000002,0.058,0.058,0.295,0.4,4,4,4,3,3,0.91,4,0.83,3,4,0.91,0.83,4,0.97,0.91,3,9.0,1
700,720,21K337_2016,INTERNATIONAL HS AT LAFAYETTE,66.2,1.84,2.36,,3,0.929,0.87,3,366,0.366,0.06,0.855,0.413,0.292,0.005,0.027000000000000003,0.279,0.32,0.32,0.327,0.654,3,3,3,3,3,0.82,3,0.77,3,2,0.895,0.79,3,0.982,0.9,3,4.8,0
701,721,21K344_2016,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,74.3,2.73,2.5,,3,0.621,0.89,4,562,0.112,0.219,0.103,0.441,0.228,0.004,0.199,0.425,0.052000000000000005,0.052000000000000005,0.417,0.882,4,3,4,3,2,0.88,3,0.87,3,2,0.855,0.71,3,0.952,0.91,4,9.6,1
702,722,21K348_2016,HIGH SCHOOL OF SPORTS MANAGEMENT,66.1,2.38,2.26,,3,0.725,0.83,3,262,0.038,0.6679999999999999,0.031,0.546,0.195,0.011,0.21,0.065,0.134,0.134,0.631,0.765,3,2,2,3,3,0.78,2,0.89,4,2,0.774,0.66,2,0.959,0.81,3,11.0,0
703,723,21K410_2016,ABRAHAM LINCOLN HIGH SCHOOL,59.6,2.62,2.45,,3,0.7020000000000001,0.82,3,2108,0.162,0.4,0.145,0.477,0.234,0.07400000000000001,0.165,0.189,0.075,0.075,0.374,0.775,3,2,3,3,2,0.82,2,0.74,2,2,0.848,0.69,3,0.959,0.83,2,11.8,0
704,724,21K468_2016,KINGSBOROUGH EARLY COLLEGE SCHOOL,95.1,3.14,3.09,,4,0.5660000000000001,0.97,4,349,0.063,0.215,0.006,0.358,0.252,0.0,0.172,0.458,0.017,0.017,0.271,0.816,4,4,4,4,4,0.89,4,0.84,3,4,0.909,0.68,3,0.962,0.91,3,1.0,1
705,725,21K525_2016,EDWARD R MURROW HIGH SCHOOL,78.2,2.98,2.95,,4,0.531,0.87,3,3885,0.257,0.225,0.069,0.382,0.211,0.058,0.18,0.279,0.036000000000000004,0.036000000000000004,0.211,0.92,4,3,3,4,3,0.82,3,0.79,3,2,0.909,0.72,3,0.955,0.89,3,4.3,1
706,726,21K540_2016,JOHN DEWEY HIGH SCHOOL,68.6,2.65,2.68,,3,0.7020000000000001,0.86,3,2225,0.333,0.313,0.192,0.453,0.208,0.042,0.133,0.129,0.126,0.126,0.23,0.644,3,2,3,3,2,0.84,3,0.73,2,3,0.867,0.65,3,0.97,0.86,3,1.0,0
707,727,21K559_2016,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,94.7,2.59,2.33,,4,0.675,0.74,2,289,0.073,0.491,0.017,0.529,0.294,0.003,0.218,0.128,0.093,0.093,0.33,0.684,4,3,4,4,3,0.74,3,0.83,3,4,0.885,0.67,3,0.971,0.85,3,0.8,1
708,728,21K572_2016,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,92.3,2.71,2.66,,4,0.6829999999999999,0.96,4,283,0.173,0.173,0.145,0.491,0.378,0.004,0.166,0.24,0.099,0.099,0.405,0.696,4,3,4,4,4,0.9,4,0.88,3,4,0.8640000000000001,0.79,3,0.977,0.94,4,4.9,1
709,729,21K620_2016,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,44.3,2.38,2.18,,2,0.669,0.83,3,549,0.042,0.679,0.066,0.503,0.18600000000000005,0.129,0.339,0.077,0.113,0.113,0.397,0.943,2,2,2,2,2,0.74,2,0.8,3,2,0.8370000000000001,0.58,2,0.949,0.83,3,2.7,0
710,730,21K690_2016,BROOKLYN STUDIO SECONDARY SCHOOL,76.1,2.78,2.62,,0,0.638,0.63,0,663,0.172,0.041,0.118,0.445,0.275,0.036000000000000004,0.187,0.507,0.033,0.033,0.366,0.804,3,2,3,3,2,0.7,0,0.75,0,2,0.8809999999999999,0.63,2,0.958,0.72,0,5.6,1
711,731,22K405_2016,MIDWOOD HIGH SCHOOL,88.0,3.31,3.34,,2,0.51,0.77,3,3986,0.35,0.293,0.028,0.35700000000000004,0.123,0.014,0.077,0.223,0.039,0.039,0.173,0.807,3,3,3,2,2,0.82,3,0.77,2,3,0.928,0.73,3,0.965,0.82,3,3.0,1
712,732,22K425_2016,JAMES MADISON HIGH SCHOOL,77.2,2.92,2.83,,3,0.552,0.87,3,3250,0.202,0.177,0.104,0.37,0.17800000000000002,0.04,0.14300000000000002,0.438,0.056,0.056,0.151,0.916,3,2,3,3,2,0.8,2,0.78,3,2,0.927,0.63,3,0.963,0.85,3,2.8,1
713,733,22K495_2016,SHEEPSHEAD BAY HS,64.7,2.39,2.23,,0,0.611,0.89,0,233,0.116,0.528,0.227,0.395,0.197,0.12,0.258,0.15,0.094,0.094,0.6829999999999999,1.0,3,2,2,3,2,0.83,0,0.76,0,0,0.6990000000000001,0.61,0,0.937,0.88,0,4.5,0
714,734,22K535_2016,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,95.1,3.6,3.69,,3,0.373,0.69,2,1047,0.21600000000000005,0.094,0.006999999999999999,0.232,0.096,0.0,0.138,0.583,0.022,0.022,0.076,0.877,4,3,3,4,3,0.81,3,0.73,2,4,0.957,0.69,4,0.964,0.76,2,3.8,1
715,735,22K555_2016,BROOKLYN COLLEGE ACADEMY,95.9,3.35,3.18,,4,0.454,0.97,4,596,0.07200000000000001,0.6809999999999999,0.002,0.29,0.109,0.005,0.08199999999999999,0.047,0.034,0.034,0.101,0.7240000000000001,4,4,4,4,3,0.94,4,0.83,3,4,0.959,0.82,4,0.971,0.94,4,11.0,1
716,737,23K493_2016,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,67.4,2.39,2.14,,3,0.7090000000000001,0.9,4,307,0.01,0.863,0.013,0.524,0.114,0.023,0.248,0.003,0.13,0.13,0.398,0.875,3,2,3,3,2,0.83,2,0.87,3,3,0.863,0.71,3,0.973,0.91,3,1.0,0
717,738,23K514_2016,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,55.6,2.32,2.07,,3,0.72,0.87,3,252,0.004,0.889,0.032,0.5,0.099,0.004,0.28600000000000003,0.004,0.179,0.179,0.547,0.684,4,3,3,3,3,0.77,3,0.83,3,2,0.807,0.73,3,0.971,0.88,3,9.5,0
718,739,23K644_2016,EAGLE ACADEMY FOR YOUNG MEN II,73.2,2.43,2.11,,3,0.682,0.9,4,339,0.003,0.879,0.012,0.472,0.097,0.0,0.218,0.009000000000000001,0.083,0.083,0.255,0.395,4,3,3,3,3,0.87,3,0.89,3,3,0.905,0.77,4,0.968,0.88,3,8.0,1
719,740,23K697_2016,TEACHERS PREPARATORY HIGH SCHOOL,64.8,2.48,2.22,,3,0.732,0.79,2,299,0.006999999999999999,0.7859999999999999,0.023,0.545,0.181,0.094,0.261,0.006999999999999999,0.117,0.117,0.5,0.958,3,2,2,3,3,0.78,2,0.82,3,2,0.8059999999999999,0.63,2,0.975,0.82,2,5.8,0
720,742,24Q264_2016,ACADEMY OF FINANCE AND ENTERPRISE,91.1,2.97,3.02,,4,0.544,0.85,3,514,0.233,0.076,0.047,0.362,0.519,0.0,0.117,0.152,0.035,0.035,0.204,0.778,4,3,3,4,4,0.78,3,0.84,3,4,0.923,0.78,3,0.974,0.88,3,4.0,1
721,743,24Q267_2016,HIGH SCHOOL OF APPLIED COMMUNICATION,79.6,2.68,2.6,,4,0.524,0.92,4,407,0.155,0.106,0.069,0.35600000000000004,0.565,0.037000000000000005,0.155,0.13,0.032,0.032,0.326,0.87,4,3,3,4,4,0.88,4,0.86,3,3,0.877,0.74,3,0.964,0.9,3,7.8,1
722,744,24Q293_2016,CIVIC LEADERSHIP ACADEMY,90.2,2.8,2.66,,4,0.632,0.78,3,467,0.092,0.062,0.06,0.478,0.7,0.021,0.165,0.062,0.051,0.051,0.269,0.677,3,3,4,4,3,0.86,3,0.84,3,4,0.907,0.8,3,0.963,0.84,3,8.0,1
723,745,24Q296_2016,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,72.9,1.87,1.95,,4,0.871,0.95,4,380,0.003,0.0,0.8290000000000001,0.263,0.997,0.0,0.042,0.0,0.174,0.174,0.263,0.419,4,3,4,4,3,0.92,4,0.89,4,3,0.912,0.86,4,0.969,0.94,4,1.0,0
724,746,24Q299_2016,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,97.4,3.92,4.05,,4,0.33,0.87,3,600,0.342,0.112,0.0,0.183,0.165,0.0,0.015,0.34700000000000003,0.02,0.02,0.035,0.667,4,4,4,4,4,0.91,4,0.89,3,4,0.973,0.86,4,0.978,0.92,4,7.9,1
725,747,24Q455_2016,NEWTOWN HIGH SCHOOL,66.0,2.53,2.43,,4,0.657,0.93,4,1961,0.23,0.098,0.23,0.361,0.617,0.005,0.13,0.046,0.071,0.071,0.285,0.868,4,3,3,4,3,0.9,3,0.8,3,2,0.879,0.75,4,0.958,0.92,4,23.8,0
726,748,24Q485_2016,GROVER CLEVELAND HIGH SCHOOL,59.3,2.55,2.41,,4,0.6579999999999999,0.72,2,1731,0.096,0.055,0.18600000000000005,0.43,0.645,0.053,0.173,0.189,0.084,0.084,0.444,0.895,3,2,3,4,3,0.8,3,0.74,2,2,0.843,0.64,2,0.953,0.78,2,4.8,0
727,749,24Q520_2016,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,78.6,2.67,2.61,,3,0.598,0.91,4,513,0.09,0.051,0.014,0.458,0.78,0.0,0.156,0.07400000000000001,0.023,0.023,0.2,1.0,3,3,3,3,3,0.88,3,0.74,2,3,0.932,0.79,3,0.96,0.91,3,8.8,1
728,750,24Q530_2016,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,85.6,2.03,2.43,,4,0.797,0.98,4,518,0.34700000000000003,0.019,0.606,0.403,0.4920000000000001,0.0,0.017,0.13699999999999998,0.18,0.18,0.198,0.767,4,4,3,4,3,0.97,4,0.96,4,4,0.921,0.91,4,0.976,0.98,4,1.9,1
729,751,24Q550_2016,HIGH SCHOOL FOR ARTS AND BUSINESS,88.9,2.77,2.67,,4,0.612,0.94,4,823,0.097,0.091,0.068,0.47,0.77,0.0,0.156,0.038,0.045,0.045,0.252,0.917,4,3,4,4,3,0.89,4,0.88,3,4,0.913,0.81,4,0.957,0.92,4,8.9,1
730,752,24Q560_2016,ROBERT F WAGNER JR SECONDARY SCHOOL FOR ARTS AND T,86.5,2.83,2.83,,3,0.528,0.92,4,513,0.193,0.051,0.045,0.402,0.645,0.0,0.133,0.103,0.023,0.023,0.266,0.8240000000000001,3,3,3,3,3,0.94,3,0.84,3,3,0.895,0.79,3,0.963,0.92,4,1.9,1
731,753,24Q585_2016,MASPETH HIGH SCHOOL,99.2,3.25,3.21,,4,0.399,0.92,4,1001,0.173,0.02,0.01,0.259,0.431,0.002,0.129,0.36,0.015,0.015,0.256,0.4,4,4,4,4,4,0.94,4,0.81,3,4,0.919,0.8,3,0.981,0.9,3,5.0,1
732,754,24Q600_2016,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,81.1,2.79,2.78,,4,0.583,0.91,4,1575,0.112,0.056,0.039,0.434,0.757,0.045,0.146,0.07200000000000001,0.042,0.042,0.248,0.862,4,3,3,4,3,0.86,3,0.8,3,2,0.905,0.71,3,0.959,0.9,3,5.8,1
733,755,24Q610_2016,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,89.3,3.08,3.27,,4,0.534,0.91,4,2148,0.316,0.056,0.019,0.381,0.478,0.047,0.11,0.111,0.037000000000000005,0.037000000000000005,0.078,0.89,4,3,4,4,3,0.89,4,0.8,3,4,0.958,0.79,4,0.966,0.92,3,6.8,1
734,757,25Q252_2016,QUEENS SCHOOL OF INQUIRY THE,97.3,3.21,3.05,,4,0.452,0.84,3,317,0.36,0.183,0.006,0.29,0.218,0.0,0.123,0.196,0.009000000000000001,0.009000000000000001,0.154,0.795,4,3,3,4,4,0.86,3,0.83,3,3,0.941,0.74,4,0.957,0.89,3,5.9,1
