,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school
1169,2.49,2.17,0.0,1,0.677,0.71,2,370,0.051,0.5,0.076,0.516,0.354,0.022,0.189,0.051,0.097,0.097,0.57,0.625,3,2,3,2,2,0.69,2,0.78,2,1,0.816,0.64,2,0.949,0.73,1,3.0
587,2.52,2.29,0.0,4,0.7120000000000001,0.91,4,434,0.037000000000000005,0.316,0.051,0.535,0.565,0.002,0.189,0.071,0.094,0.094,0.5,0.405,4,3,4,4,4,0.82,4,0.83,3,3,0.818,0.73,3,0.969,0.91,3,4.1
234,2.43,2.22,79.0,3,67.5,77.0,3,351,2.0,66.4,2.0,52.1,25.9,0.6,14.0,3.4,8.8,8.8,40.4,76.9,4,4,4,4,4,91.0,4,81.0,3,3,86.0,89.0,3,95.9,90.0,3,5.0
214,2.33,2.18,82.0,3,67.3,79.0,3,634,2.5,74.4,2.2,50.0,19.7,6.0,18.3,2.1,9.3,9.3,38.9,71.1,4,3,4,4,3,79.0,3,73.0,2,2,85.8,78.0,3,96.9,86.0,2,6.9
993,2.41,2.06,0.0,3,0.77,0.82,3,415,0.027000000000000003,0.429,0.123,0.588,0.501,0.053,0.272,0.027000000000000003,0.13,0.13,0.5529999999999999,0.765,3,2,3,3,3,0.74,2,0.81,2,3,0.8079999999999999,0.58,2,0.97,0.84,2,3.9
132,2.17,2.17,81.0,3,83.7,78.0,2,375,1.6,26.9,11.5,66.7,70.7,7.5,22.4,0.8,10.1,10.1,43.5,59.3,3,2,2,3,2,77.0,2,76.0,3,3,84.3,82.0,0,95.9,89.0,3,1.0
812,2.63,2.21,0.0,2,0.767,0.65,2,204,0.029,0.363,0.08800000000000001,0.618,0.583,0.025,0.294,0.02,0.142,0.142,0.631,0.647,3,2,2,2,2,0.61,1,0.79,2,2,0.79,0.65,2,0.946,0.75,1,2.0
764,2.78,2.75,0.0,4,0.486,0.94,4,515,0.398,0.4370000000000001,0.07400000000000001,0.287,0.097,0.004,0.105,0.019,0.076,0.076,0.301,0.464,4,3,4,4,3,0.91,4,0.81,3,3,0.9,0.74,3,0.979,0.93,4,5.0
986,1.78,1.86,0.0,2,0.937,0.64,2,341,0.018000000000000002,0.08199999999999999,0.924,0.378,0.8590000000000001,0.0,0.053,0.029,0.287,0.287,0.472,0.727,3,2,3,3,3,0.65,2,0.77,2,2,0.8320000000000001,0.64,2,0.963,0.77,2,1.8
185,2.5,2.35,91.0,3,58.3,83.0,3,489,5.5,35.6,2.0,43.1,48.9,4.7,19.0,6.5,4.9,4.9,19.3,73.1,3,3,3,4,3,84.0,3,69.0,2,4,92.8,82.0,4,96.3,92.0,3,3.8
41,4.01,4.17,80.0,3,31.6,77.0,3,3296,73.4,0.8,0.1,18.2,2.6,0.0,0.5,20.4,1.9,1.9,7.6,91.2,3,3,4,4,3,84.0,3,70.0,2,4,96.5,87.0,4,96.3,87.0,3,2.9
108,2.08,2.03,77.0,3,79.8,77.0,2,375,1.1,29.1,19.2,64.0,68.3,6.9,28.3,0.8,14.7,14.7,52.3,80.6,3,2,2,3,2,85.0,2,74.0,2,3,83.0,75.0,2,95.1,84.0,2,3.0
932,2.57,2.25,0.0,2,0.708,0.67,2,407,0.066,0.307,0.101,0.496,0.585,0.079,0.275,0.027000000000000003,0.135,0.135,0.634,0.778,3,3,3,2,3,0.71,3,0.72,1,2,0.784,0.58,2,0.964,0.75,1,10.0
568,2.54,2.36,0.0,2,0.772,0.68,2,1694,0.09,0.307,0.223,0.531,0.534,0.078,0.17800000000000002,0.042,0.158,0.158,0.45,0.975,3,2,3,2,2,0.72,2,0.76,2,1,0.83,0.62,2,0.954,0.78,2,3.0
678,2.41,2.2,0.0,2,0.598,0.79,3,354,0.006,0.8759999999999999,0.065,0.381,0.102,0.003,0.243,0.008,0.11,0.11,0.34600000000000003,0.769,3,2,3,3,2,0.72,2,0.77,2,2,0.877,0.6,3,0.953,0.82,2,8.0
1037,3.92,4.05,0.0,4,0.404,0.9,3,724,0.459,0.145,0.0,0.217,0.135,0.0,0.03,0.134,0.026,0.026,0.238,0.682,4,4,4,4,4,0.91,4,0.79,2,4,0.933,0.8,3,0.972,0.93,4,4.0
1178,2.66,2.37,0.0,4,0.5579999999999999,0.96,4,476,0.248,0.366,0.128,0.29600000000000004,0.25,0.002,0.16,0.057,0.099,0.099,0.404,0.71,4,3,3,4,3,0.89,3,0.89,4,4,0.867,0.88,3,0.968,0.95,4,7.0
483,2.24,1.99,0.0,2,0.86,0.6,1,170,0.018000000000000002,0.453,0.2,0.612,0.471,0.065,0.28800000000000003,0.047,0.235,0.235,0.669,0.813,3,2,2,3,3,0.58,2,0.7,0,2,0.758,0.62,2,0.94,0.77,0,0.8
468,3.77,3.62,0.0,3,0.263,0.74,2,1306,0.076,0.138,0.002,0.133,0.218,0.004,0.07200000000000001,0.526,0.011,0.011,0.071,0.917,4,3,4,4,4,0.9,4,0.82,3,4,0.962,0.83,4,0.956,0.83,3,11.9
24,3.26,3.29,94.0,3,45.9,92.0,4,451,54.8,6.2,0.2,33.3,14.9,0.2,10.0,22.8,4.0,4.0,4.4,69.2,3,3,4,4,4,91.0,4,70.0,2,4,97.5,90.0,4,96.3,95.0,4,11.2
1199,3.16,2.82,0.0,4,0.545,0.77,3,319,0.373,0.044,0.044,0.392,0.392,0.0,0.1,0.188,0.019,0.019,0.163,0.794,4,3,4,4,4,0.84,4,0.86,3,4,0.944,0.82,3,0.97,0.77,2,1.9
708,2.71,2.66,0.0,4,0.6829999999999999,0.96,4,283,0.173,0.173,0.145,0.491,0.378,0.004,0.166,0.24,0.099,0.099,0.405,0.696,4,3,4,4,4,0.9,4,0.88,3,4,0.8640000000000001,0.79,3,0.977,0.94,4,4.9
1031,2.66,2.23,0.0,4,0.6609999999999999,0.89,3,321,0.047,0.726,0.065,0.495,0.115,0.003,0.181,0.1,0.078,0.078,0.408,0.6940000000000001,3,4,4,4,4,0.73,4,0.87,3,3,0.872,0.64,2,0.964,0.89,3,6.8
1035,2.95,2.77,0.0,3,0.5589999999999999,0.95,3,449,0.062,0.713,0.016,0.39,0.174,0.004,0.185,0.029,0.06,0.06,0.273,0.6,3,2,3,3,2,0.82,2,0.81,2,2,0.893,0.82,0,0.96,0.94,3,0.9
366,2.34,2.15,83.0,3,39.6,76.0,2,599,2.8,89.7,3.9,28.7,5.7,0.5,15.8,1.3,4.1,4.1,17.8,80.0,3,2,3,3,3,86.0,2,75.0,2,2,90.5,84.0,3,94.4,85.0,2,4.8
881,3.74,3.7,0.0,3,0.434,0.87,3,451,0.251,0.16399999999999998,0.004,0.242,0.364,0.0,0.133,0.171,0.038,0.038,0.056,0.833,4,4,4,3,4,0.84,4,0.83,3,4,0.972,0.81,4,0.969,0.88,3,3.8
1151,3.04,3.14,0.0,4,0.52,0.84,3,349,0.5760000000000001,0.138,0.069,0.33,0.209,0.009000000000000001,0.132,0.057,0.026,0.026,0.298,0.614,4,3,4,4,3,0.85,3,0.89,3,4,0.907,0.76,3,0.971,0.9,3,0.3
383,3.72,3.54,81.0,2,27.6,74.0,2,478,39.6,2.5,0.0,18.0,21.2,0.0,0.9,34.5,0.3,0.3,5.1,93.1,2,2,3,4,3,88.0,3,70.0,1,4,96.6,90.0,4,96.7,89.0,3,8.4
454,2.79,2.67,0.0,3,0.605,0.89,4,451,0.095,0.264,0.022,0.421,0.503,0.002,0.231,0.095,0.062,0.062,0.414,0.486,3,3,3,3,3,0.81,3,0.87,3,3,0.871,0.76,2,0.972,0.9,3,4.0
264,2.39,2.24,93.0,4,58.0,92.0,4,566,0.5,90.3,19.6,40.3,5.7,0.7,12.9,1.1,8.1,8.1,19.7,81.6,4,3,4,4,4,93.0,4,88.0,4,4,91.8,82.0,4,96.8,91.0,3,8.0
1109,3.0,2.92,0.0,3,0.624,0.86,4,4551,0.274,0.043,0.166,0.393,0.315,0.04,0.152,0.34700000000000003,0.078,0.078,0.267,0.8109999999999999,4,3,4,3,3,0.8,3,0.74,1,2,0.9,0.71,3,0.965,0.84,2,4.8
232,2.27,2.13,73.0,2,74.9,67.0,1,250,2.4,54.8,7.8,58.4,35.5,0.0,25.9,6.6,5.4,5.4,41.9,75.0,3,2,3,4,3,79.0,2,69.0,1,2,84.5,78.0,3,95.6,76.0,1,1.7
444,2.75,2.56,0.0,4,0.629,0.89,4,472,0.108,0.28600000000000003,0.03,0.451,0.513,0.002,0.182,0.059,0.078,0.078,0.409,0.5760000000000001,4,3,4,4,4,0.87,4,0.87,3,4,0.867,0.77,3,0.986,0.91,4,5.0
395,2.07,2.01,77.0,3,78.6,66.0,1,340,1.8,19.4,32.4,62.6,77.1,7.6,25.6,1.5,12.6,12.6,53.9,60.7,4,3,3,4,3,78.0,3,73.0,2,3,81.5,82.0,3,97.4,84.0,2,0.4
875,2.58,2.26,0.0,4,0.743,0.93,4,428,0.019,0.243,0.161,0.551,0.682,0.005,0.194,0.042,0.157,0.157,0.349,0.727,4,3,3,4,3,0.79,3,0.92,4,2,0.8590000000000001,0.72,4,0.965,0.88,3,4.9
176,2.75,2.62,65.0,2,64.1,54.0,1,687,11.6,33.8,2.9,48.3,43.5,3.5,16.3,9.5,5.7,5.7,30.9,73.8,3,2,2,4,3,80.0,2,69.0,2,3,88.7,80.0,3,96.4,77.0,2,1.0
18,2.34,2.26,81.0,3,71.5,84.0,3,438,3.4,28.1,5.5,55.3,62.1,0.5,18.3,3.9,7.5,7.5,43.6,71.0,4,4,4,4,4,81.0,4,70.0,2,4,85.6,82.0,3,97.2,83.0,2,6.0
736,2.93,3.09,0.0,4,0.545,0.75,3,361,0.593,0.136,0.07200000000000001,0.374,0.213,0.014,0.122,0.044,0.047,0.047,0.264,0.618,4,3,4,4,3,0.81,3,0.88,3,4,0.898,0.72,3,0.965,0.85,3,10.0
1069,1.88,1.96,0.0,4,0.903,0.92,4,420,0.179,0.221,0.888,0.338,0.474,0.005,0.057,0.117,0.24,0.24,0.314,0.7240000000000001,3,4,4,4,4,0.84,4,0.86,3,3,0.883,0.83,3,0.97,0.94,4,7.4
595,2.24,2.1,0.0,2,0.8220000000000001,0.5,1,341,0.012,0.199,0.229,0.625,0.765,0.053,0.27,0.006,0.182,0.182,0.618,0.68,3,2,2,2,2,0.72,2,0.72,2,2,0.7959999999999999,0.63,2,0.965,0.7,2,1.4
61,2.25,2.13,88.0,3,72.3,87.0,3,412,1.9,36.4,9.5,57.3,57.8,0.2,20.6,1.7,8.3,8.3,55.1,65.4,3,2,3,3,3,90.0,3,73.0,2,3,84.1,81.0,2,98.1,87.0,2,6.4
272,2.51,2.34,89.0,4,63.4,87.0,3,432,2.8,81.9,2.3,50.2,13.2,0.0,14.1,0.2,5.8,5.8,25.5,67.9,4,3,4,4,3,85.0,3,74.0,3,3,91.8,81.0,3,97.0,87.0,3,1.8
1149,3.32,3.05,0.0,3,0.417,0.79,2,325,0.36,0.16,0.022,0.265,0.24,0.003,0.142,0.203,0.018000000000000002,0.018000000000000002,0.191,0.787,4,3,3,4,4,0.79,3,0.82,2,3,0.932,0.74,3,0.966,0.85,3,6.9
278,2.15,1.99,93.0,3,74.1,84.0,3,319,0.3,74.0,7.8,53.0,22.9,0.9,28.5,1.9,16.6,16.6,66.6,100.0,2,2,2,2,2,91.0,2,77.0,3,3,75.4,87.0,2,97.0,93.0,4,8.8
1058,3.02,2.58,0.0,3,0.57,0.9,3,866,0.027000000000000003,0.691,0.013,0.395,0.219,0.042,0.14300000000000002,0.023,0.067,0.067,0.211,0.7070000000000001,4,3,3,3,3,0.81,3,0.83,3,2,0.92,0.67,3,0.969,0.88,3,9.0
694,2.46,2.13,0.0,4,0.755,0.9,4,305,0.125,0.57,0.111,0.528,0.282,0.102,0.22,0.016,0.102,0.102,0.484,0.875,4,3,3,4,3,0.8,3,0.82,3,3,0.8240000000000001,0.66,3,0.969,0.9,3,1.4
368,2.48,2.3,91.0,3,48.2,85.0,3,509,9.4,75.6,2.0,35.6,11.4,1.4,13.4,1.8,6.7,6.7,28.9,73.1,3,2,3,3,3,84.0,2,76.0,3,2,90.1,79.0,3,95.5,92.0,3,11.0
930,2.62,2.2,0.0,3,0.693,0.9,3,359,0.045,0.248,0.111,0.504,0.591,0.003,0.223,0.086,0.128,0.128,0.463,0.88,3,2,3,3,2,0.73,2,0.78,2,2,0.87,0.57,2,0.975,0.86,3,1.0
859,2.73,2.45,0.0,4,0.726,0.93,4,406,0.131,0.229,0.067,0.5539999999999999,0.5589999999999999,0.005,0.145,0.057,0.101,0.101,0.341,0.345,4,3,4,4,4,0.82,4,0.91,4,2,0.883,0.72,3,0.982,0.9,3,5.0
902,2.3,2.06,0.0,3,0.826,0.86,3,459,0.004,0.109,0.447,0.58,0.865,0.041,0.203,0.011,0.214,0.214,0.463,0.857,3,3,3,3,3,0.76,3,0.82,2,3,0.852,0.64,2,0.978,0.85,2,0.9
1055,2.7,2.38,0.0,4,0.67,0.9,3,295,0.058,0.4920000000000001,0.102,0.502,0.325,0.014,0.166,0.092,0.08800000000000001,0.08800000000000001,0.633,0.488,3,3,4,4,4,0.81,4,0.89,3,2,0.802,0.74,2,0.966,0.88,3,4.8
808,2.26,2.01,0.0,3,0.841,0.74,2,274,0.011,0.172,0.226,0.6459999999999999,0.8029999999999999,0.004,0.255,0.011,0.197,0.197,0.622,0.36,3,3,3,4,3,0.7,3,0.83,3,3,0.821,0.68,2,0.984,0.85,3,12.4
547,2.86,2.65,0.0,3,0.8140000000000001,0.84,3,486,0.019,0.245,0.049,0.63,0.7040000000000001,0.035,0.204,0.01,0.086,0.086,0.285,0.537,4,3,4,4,4,0.84,4,0.78,2,3,0.883,0.68,4,0.964,0.87,3,0.9
923,2.57,2.25,0.0,2,0.833,0.78,3,354,0.014,0.201,0.121,0.6890000000000001,0.768,0.006,0.263,0.011,0.11,0.11,0.494,0.5,3,2,3,3,2,0.7,2,0.84,2,2,0.843,0.65,2,0.972,0.87,3,13.0
688,1.87,2.0,0.0,3,0.96,0.89,3,208,0.0,0.005,0.899,0.462,0.986,0.005,0.029,0.01,0.139,0.139,0.359,0.765,3,3,3,3,3,0.88,3,0.81,3,2,0.893,0.8,3,0.972,0.88,3,4.8
944,2.57,2.59,0.0,3,0.795,0.82,3,369,0.008,0.374,0.076,0.612,0.607,0.005,0.271,0.008,0.098,0.098,0.366,0.462,4,3,4,4,4,0.8,4,0.84,3,3,0.863,0.69,3,0.964,0.85,3,4.9
456,2.57,2.29,0.0,3,0.7829999999999999,0.85,3,532,0.071,0.312,0.047,0.617,0.575,0.004,0.224,0.024,0.135,0.135,0.398,0.8059999999999999,3,3,3,3,2,0.81,3,0.82,3,2,0.8590000000000001,0.66,3,0.968,0.86,3,3.6
393,3.85,3.94,94.0,4,25.0,92.0,4,1247,41.1,1.0,0.0,12.7,5.2,0.0,1.3,52.2,2.9,2.9,6.2,79.7,4,3,4,4,4,91.0,4,68.0,2,4,96.5,95.0,4,96.1,96.0,4,1.8
675,2.49,2.25,0.0,4,0.604,0.85,3,339,0.009000000000000001,0.879,0.018000000000000002,0.422,0.062,0.003,0.212,0.012,0.097,0.097,0.329,0.565,4,4,4,4,4,0.73,4,0.85,3,3,0.903,0.73,3,0.967,0.9,3,9.0
991,2.77,2.45,0.0,3,0.621,0.88,3,322,0.093,0.45,0.065,0.447,0.366,0.047,0.118,0.028,0.112,0.112,0.187,0.789,4,3,3,4,3,0.82,3,0.83,3,3,0.928,0.65,3,0.975,0.86,3,13.0
1011,2.67,2.41,0.0,3,0.816,0.86,3,328,0.015,0.18600000000000005,0.119,0.655,0.7959999999999999,0.0,0.238,0.003,0.125,0.125,0.336,0.5870000000000001,4,3,3,4,4,0.81,3,0.92,4,4,0.899,0.78,4,0.963,0.89,3,4.8
375,2.83,2.69,95.0,3,56.1,78.0,3,572,37.7,4.7,3.4,40.2,38.0,0.0,8.4,19.6,2.5,2.5,14.1,58.3,3,2,3,3,3,90.0,3,74.0,2,3,94.3,91.0,4,98.4,87.0,3,1.3
412,2.46,2.38,0.0,3,0.7440000000000001,0.84,3,400,0.04,0.27,0.075,0.56,0.64,0.013,0.223,0.03,0.15,0.15,0.52,0.615,3,3,3,3,3,0.69,3,0.8,3,2,0.82,0.65,2,0.975,0.88,3,7.9
74,2.44,2.35,95.0,3,74.9,90.0,4,413,4.8,27.6,1.9,59.6,63.7,0.0,14.8,1.7,7.3,7.3,24.8,89.3,3,2,3,4,2,88.0,2,73.0,3,3,91.8,91.0,4,97.6,95.0,4,10.0
1145,2.88,2.76,0.0,4,0.569,0.9,3,1544,0.102,0.046,0.056,0.415,0.7829999999999999,0.047,0.155,0.065,0.045,0.045,0.237,0.8220000000000001,4,3,3,4,3,0.8,3,0.84,3,2,0.9,0.71,3,0.958,0.9,3,6.8
905,2.43,2.15,0.0,2,0.8540000000000001,0.67,2,460,0.015,0.135,0.38,0.57,0.8220000000000001,0.004,0.154,0.009000000000000001,0.285,0.285,0.39,0.619,3,3,3,4,3,0.68,3,0.96,4,2,0.87,0.66,3,0.962,0.79,2,4.4
500,1.78,1.9,0.0,4,0.939,0.89,3,470,0.053,0.121,0.7659999999999999,0.402,0.794,0.006,0.036000000000000004,0.021,0.26,0.26,0.336,0.821,4,3,3,4,3,0.84,3,0.83,3,2,0.8759999999999999,0.77,3,0.977,0.92,4,9.5
839,3.95,4.01,0.0,4,0.195,0.94,4,543,0.204,0.041,0.0,0.099,0.109,0.0,0.114,0.634,0.011,0.011,0.105,0.8240000000000001,4,4,4,3,3,0.89,4,0.92,4,4,0.956,0.86,4,0.977,0.94,4,9.0
616,2.75,2.49,0.0,4,0.585,0.94,4,459,0.024,0.7170000000000001,0.015,0.425,0.209,0.002,0.146,0.011,0.046,0.046,0.253,0.613,4,4,4,4,4,0.8,4,0.85,3,4,0.906,0.78,3,0.965,0.91,3,3.0
114,2.11,1.97,85.0,0,70.7,86.0,0,70,1.4,31.4,17.1,54.3,64.3,1.4,37.1,2.9,8.6,8.6,67.6,88.9,0,0,0,0,0,90.0,0,85.0,0,0,81.4,82.0,0,95.3,90.0,0,0.9
417,2.75,2.41,0.0,3,0.659,0.62,1,523,0.038,0.403,0.021,0.486,0.4320000000000001,0.004,0.182,0.061,0.078,0.078,0.442,0.784,2,3,2,3,3,0.7,2,0.74,2,2,0.846,0.59,2,0.962,0.75,2,2.0
601,1.81,1.85,0.0,4,0.966,0.97,4,441,0.0,0.0,0.916,0.336,1.0,0.006999999999999999,0.029,0.0,0.277,0.277,0.362,0.5760000000000001,4,4,4,4,4,0.96,4,0.86,3,4,0.889,0.92,4,0.976,0.95,4,8.0
604,2.39,2.19,0.0,4,0.823,0.94,4,396,0.02,0.333,0.129,0.604,0.609,0.0,0.227,0.02,0.177,0.177,0.498,0.5,3,3,3,4,3,0.87,3,0.79,3,2,0.8170000000000001,0.68,2,0.95,0.9,3,5.0
89,2.36,2.51,87.0,4,84.0,76.0,2,705,0.3,3.8,14.7,68.9,94.8,0.3,23.2,0.5,13.1,13.1,43.6,83.9,4,3,3,4,3,83.0,3,79.0,2,2,85.5,89.0,3,96.0,92.0,3,9.0
865,2.97,2.61,0.0,3,0.505,0.89,3,460,0.048,0.193,0.022,0.341,0.439,0.002,0.217,0.261,0.05,0.05,0.252,0.657,4,2,2,2,2,0.74,2,0.87,3,2,0.906,0.66,3,0.968,0.91,3,2.0
1172,2.57,2.27,0.0,3,0.618,0.82,3,2215,0.342,0.223,0.196,0.332,0.35200000000000004,0.051,0.161,0.033,0.141,0.141,0.387,0.602,3,3,4,4,3,0.76,3,0.78,2,3,0.857,0.67,3,0.964,0.85,3,5.0
498,1.83,2.1,0.0,3,0.918,0.85,3,503,0.0,0.0,0.6859999999999999,0.461,1.0,0.0,0.014,0.0,0.382,0.382,0.177,0.862,4,2,2,3,2,0.83,2,0.81,3,3,0.917,0.79,4,0.971,0.88,3,0.8
1032,3.3,2.94,0.0,4,0.499,0.95,4,358,0.036000000000000004,0.7909999999999999,0.003,0.321,0.098,0.0,0.112,0.022,0.039,0.039,0.197,0.9,4,4,4,4,4,0.86,4,0.93,4,3,0.93,0.75,3,0.965,0.93,4,1.8
926,2.35,2.0,0.0,0,0.84,0.94,0,323,0.056,0.266,0.198,0.622,0.628,0.0,0.337,0.025,0.245,0.245,0.488,0.767,4,3,3,4,3,0.75,0,0.88,0,0,0.8270000000000001,0.73,0,0.972,0.91,0,3.3
924,2.45,2.12,0.0,3,0.7879999999999999,0.82,3,305,0.095,0.42,0.134,0.58,0.39,0.003,0.22,0.066,0.193,0.193,0.804,0.87,2,3,3,3,3,0.77,3,0.66,1,2,0.75,0.65,2,0.943,0.83,2,13.0
11,2.24,2.24,91.0,3,72.6,91.0,4,414,6.0,29.5,6.3,56.3,59.2,1.7,20.8,3.4,11.4,11.4,50.2,53.6,3,3,3,3,3,87.0,3,79.0,3,3,83.0,84.0,3,96.3,93.0,4,6.9
396,2.13,2.1,77.0,2,80.7,78.0,2,514,0.4,8.0,20.0,68.7,90.7,0.2,20.0,0.2,7.8,7.8,41.8,80.6,3,2,2,3,2,80.0,2,74.0,2,3,84.7,83.0,3,93.4,86.0,3,3.8
788,2.64,2.65,0.0,3,0.614,0.81,3,961,0.196,0.14,0.079,0.455,0.557,0.049,0.17800000000000002,0.08800000000000001,0.066,0.066,0.265,0.836,3,2,3,3,2,0.79,2,0.81,3,2,0.901,0.68,3,0.966,0.87,3,4.3
555,2.51,2.31,0.0,2,0.767,0.64,2,570,0.033,0.342,0.093,0.6,0.575,0.033,0.2,0.032,0.119,0.119,0.412,0.6579999999999999,4,3,4,3,3,0.61,3,0.78,3,2,0.8370000000000001,0.52,3,0.956,0.76,2,12.0
42,2.55,2.55,82.0,3,66.8,80.0,3,796,21.7,22.9,6.0,52.3,47.1,2.3,14.3,7.2,7.2,7.2,30.0,88.4,3,3,4,3,3,86.0,3,68.0,2,3,88.7,83.0,3,95.9,85.0,3,7.9
167,2.23,2.06,87.0,3,78.8,74.0,3,428,0.5,30.1,10.0,60.7,67.1,2.8,23.8,1.6,14.7,14.7,61.6,72.4,3,2,3,3,3,79.0,2,97.0,4,2,80.9,75.0,2,95.9,84.0,3,0.4
416,2.57,2.26,0.0,3,0.7040000000000001,0.84,3,359,0.036000000000000004,0.5539999999999999,0.05,0.535,0.35100000000000003,0.008,0.201,0.019,0.086,0.086,0.565,0.65,3,2,2,3,2,0.74,2,0.75,2,2,0.792,0.59,2,0.968,0.8,2,11.0
576,4.01,4.05,0.0,4,0.23,0.91,4,369,0.217,0.033,0.0,0.111,0.146,0.0,0.03,0.564,0.016,0.016,0.049,0.96,4,4,4,4,3,0.94,4,0.87,3,4,0.969,0.86,4,0.973,0.93,4,9.9
267,2.3,2.11,87.0,4,58.6,82.0,3,341,1.2,91.2,3.8,40.5,6.7,0.3,20.5,0.3,12.6,12.6,23.3,83.3,4,3,4,4,3,82.0,3,84.0,4,3,90.9,84.0,4,94.0,89.0,3,0.9
846,2.65,2.36,0.0,4,0.726,0.87,3,483,0.068,0.298,0.093,0.542,0.5760000000000001,0.004,0.24,0.037000000000000005,0.126,0.126,0.5489999999999999,0.7709999999999999,3,3,3,4,3,0.75,3,0.78,2,2,0.792,0.68,2,0.965,0.86,3,7.0
426,3.55,3.48,0.0,4,0.284,0.94,4,527,0.243,0.055,0.002,0.165,0.154,0.0,0.165,0.491,0.034,0.034,0.09,0.775,4,4,4,4,3,0.9,4,0.9,4,4,0.947,0.79,4,0.965,0.94,4,9.8
690,2.44,2.18,0.0,4,0.7090000000000001,0.95,4,406,0.049,0.466,0.081,0.53,0.443,0.025,0.246,0.015,0.091,0.091,0.395,0.684,4,3,4,4,4,0.85,4,0.81,3,3,0.86,0.72,3,0.975,0.94,4,8.0
544,2.29,2.06,0.0,2,0.87,0.64,2,309,0.023,0.28800000000000003,0.304,0.599,0.66,0.049,0.243,0.016,0.22,0.22,0.462,0.941,3,2,2,3,2,0.64,1,0.81,3,2,0.8170000000000001,0.62,2,0.955,0.75,2,0.7
1146,3.24,3.35,0.0,4,0.525,0.85,3,2114,0.341,0.051,0.026,0.353,0.459,0.036000000000000004,0.128,0.104,0.048,0.048,0.065,0.884,4,3,4,4,3,0.81,3,0.81,2,4,0.968,0.79,4,0.96,0.87,3,0.8
674,2.44,2.14,0.0,4,0.63,0.88,3,357,0.008,0.913,0.039,0.417,0.073,0.006,0.21,0.003,0.129,0.129,0.243,0.654,4,3,4,4,3,0.77,3,0.86,3,3,0.902,0.68,4,0.952,0.88,3,1.9
689,2.43,2.26,0.0,2,0.7120000000000001,0.7,2,1023,0.055,0.626,0.05,0.544,0.28300000000000003,0.056,0.255,0.017,0.08800000000000001,0.08800000000000001,0.34,0.87,3,2,2,3,3,0.71,2,0.77,2,2,0.851,0.57,3,0.957,0.81,2,2.8
1078,2.57,2.12,0.0,3,0.7,0.93,4,312,0.01,0.8079999999999999,0.016,0.5379999999999999,0.154,0.006,0.199,0.019,0.173,0.173,0.4370000000000001,0.708,3,2,3,3,3,0.76,3,0.88,3,2,0.8320000000000001,0.62,3,0.969,0.92,4,10.0
1200,3.06,2.69,0.0,4,0.393,0.97,4,545,0.061,0.154,0.022,0.233,0.506,0.0,0.206,0.22,0.02,0.02,0.181,0.5760000000000001,4,4,4,4,4,0.86,4,0.88,3,4,0.933,0.78,4,0.981,0.95,4,4.4
159,2.47,2.26,85.0,4,75.4,80.0,3,401,1.0,30.9,4.0,60.6,65.1,0.5,19.5,2.5,8.2,8.2,23.0,36.4,4,3,4,4,3,86.0,3,67.0,2,4,92.6,89.0,4,96.7,89.0,3,11.0
927,2.61,2.17,0.0,3,0.7559999999999999,0.92,3,447,0.013,0.257,0.069,0.568,0.7,0.0,0.28,0.011,0.128,0.128,0.48,0.906,3,2,2,2,2,0.81,2,0.86,3,2,0.845,0.73,3,0.961,0.92,4,5.0
257,2.71,2.61,90.0,0,48.2,82.0,0,12,8.3,75.0,0.0,33.3,16.7,0.0,8.3,0.0,0.0,0.0,0.0,100.0,3,2,2,3,2,100.0,0,84.0,0,0,93.7,100.0,0,96.9,87.0,0,3.3
335,2.86,2.86,86.0,2,35.5,80.0,3,3505,44.1,20.3,4.7,24.3,19.4,4.0,10.8,14.9,3.0,3.0,18.5,98.7,2,3,3,3,2,87.0,3,66.0,1,3,93.3,81.0,3,95.7,89.0,3,7.0
15,2.3,2.19,92.0,3,73.6,86.0,3,405,3.5,52.8,4.4,57.8,39.3,0.2,18.5,2.2,10.1,10.1,54.5,31.8,3,2,2,3,2,86.0,2,70.0,2,2,79.9,80.0,2,97.4,87.0,2,10.0
946,2.56,2.37,0.0,3,0.841,0.92,4,390,0.008,0.205,0.131,0.677,0.7559999999999999,0.041,0.244,0.01,0.079,0.079,0.4370000000000001,0.407,4,3,3,3,3,0.76,3,0.85,3,3,0.852,0.72,3,0.977,0.9,3,5.7
